Date,Price
2013-09-24,12.1553
2013-09-25,12.3493
2013-09-26,12.576
2013-09-27,12.7267
2013-09-30,12.8913
2013-10-01,12.8667
2013-10-02,12.0633
2013-10-03,11.554
2013-10-04,12.0653
2013-10-07,12.2047
2013-10-08,11.6487
2013-10-09,11.252
2013-10-10,11.5287
2013-10-11,11.9133
2013-10-14,11.9813
2013-10-15,12.2627
2013-10-16,12.2373
2013-10-17,12.1867
2013-10-18,12.2267
2013-10-21,11.5067
2013-10-22,11.436
2013-10-23,10.9667
2013-10-24,11.5433
2013-10-25,11.3107
2013-10-28,10.8573
2013-10-29,10.9647
2013-10-30,10.6147
2013-10-31,10.6627
2013-11-01,10.8113
2013-11-04,11.68
2013-11-05,11.7873
2013-11-06,10.0773
2013-11-07,9.318
2013-11-08,9.1967
2013-11-11,9.6467
2013-11-12,9.1867
2013-11-13,9.2467
2013-11-14,9.1733
2013-11-15,9.03
2013-11-18,8.1053
2013-11-19,8.406
2013-11-20,8.074
2013-11-21,8.14
2013-11-22,8.092
2013-11-25,8.056
2013-11-26,8.0333
2013-11-27,8.4627
2013-11-29,8.4853
2013-12-02,8.278
2013-12-03,9.6467
2013-12-04,9.2633
2013-12-05,9.3653
2013-12-06,9.1573
2013-12-09,9.44
2013-12-10,9.4793
2013-12-11,9.31
2013-12-12,9.8313
2013-12-13,9.8433
2013-12-16,9.8627
2013-12-17,10.164
2013-12-18,9.8653
2013-12-19,9.3813
2013-12-20,9.5493
2013-12-23,9.57
2013-12-24,10.094
2013-12-26,10.3667
2013-12-27,10.0747
2013-12-30,10.1627
2013-12-31,10.0287
2014-01-02,10.0067
2014-01-03,9.9707
2014-01-06,9.8
2014-01-07,9.9573
2014-01-08,10.0853
2014-01-09,9.8353
2014-01-10,9.7147
2014-01-13,9.2893
2014-01-14,10.7513
2014-01-15,10.942
2014-01-16,11.398
2014-01-17,11.334
2014-01-21,11.7787
2014-01-22,11.904
2014-01-23,12.1
2014-01-24,11.64
2014-01-27,11.308
2014-01-28,11.892
2014-01-29,11.682
2014-01-30,12.1893
2014-01-31,12.094
2014-02-03,11.8073
2014-02-04,11.9153
2014-02-05,11.628
2014-02-06,11.892
2014-02-07,12.4353
2014-02-10,13.104
2014-02-11,13.108
2014-02-12,13.0213
2014-02-13,13.3087
2014-02-14,13.2153
2014-02-18,13.58
2014-02-19,12.9093
2014-02-20,13.998
2014-02-21,13.9733
2014-02-24,14.51
2014-02-25,16.5333
2014-02-26,16.8667
2014-02-27,16.836
2014-02-28,16.3207
2014-03-03,16.704
2014-03-04,16.9893
2014-03-05,16.844
2014-03-06,16.8627
2014-03-07,16.414
2014-03-10,15.9227
2014-03-11,15.6273
2014-03-12,16.0993
2014-03-13,15.8527
2014-03-14,15.398
2014-03-17,15.5987
2014-03-18,16.0027
2014-03-19,15.7227
2014-03-20,15.6607
2014-03-21,15.2593
2014-03-24,14.678
2014-03-25,14.696
2014-03-26,14.1973
2014-03-27,13.8213
2014-03-28,14.158
2014-03-31,13.8967
2014-04-01,14.4647
2014-04-02,15.3527
2014-04-03,15.0267
2014-04-04,14.1487
2014-04-07,13.8347
2014-04-08,14.364
2014-04-09,14.462
2014-04-10,13.6127
2014-04-11,13.5853
2014-04-14,13.206
2014-04-15,12.9273
2014-04-16,13.274
2014-04-17,13.208
2014-04-21,13.6253
2014-04-22,14.576
2014-04-23,13.866
2014-04-24,13.8573
2014-04-25,13.3233
2014-04-28,13.234
2014-04-29,13.7947
2014-04-30,13.8593
2014-05-01,13.8487
2014-05-02,14.0607
2014-05-05,14.4407
2014-05-06,13.8187
2014-05-07,13.4233
2014-05-08,11.906
2014-05-09,12.1507
2014-05-12,12.3113
2014-05-13,12.6773
2014-05-14,12.708
2014-05-15,12.5727
2014-05-16,12.7707
2014-05-19,13.0727
2014-05-20,13.02
2014-05-21,13.2967
2014-05-22,13.6587
2014-05-23,13.82
2014-05-27,14.104
2014-05-28,14.016
2014-05-29,14.016
2014-05-30,13.8513
2014-06-02,13.6467
2014-06-03,13.6627
2014-06-04,13.5993
2014-06-05,13.7933
2014-06-06,13.878
2014-06-09,13.6873
2014-06-10,13.4867
2014-06-11,13.6313
2014-06-12,13.568
2014-06-13,13.7613
2014-06-16,14.974
2014-06-17,15.4447
2014-06-18,15.1413
2014-06-19,15.186
2014-06-20,15.306
2014-06-23,15.8147
2014-06-24,15.5
2014-06-25,15.7927
2014-06-26,15.7067
2014-06-27,15.9373
2014-06-30,16.004
2014-07-01,15.9813
2014-07-02,15.2953
2014-07-03,15.2833
2014-07-07,14.844
2014-07-08,14.6047
2014-07-09,14.8707
2014-07-10,14.6307
2014-07-11,14.542
2014-07-14,15.1133
2014-07-15,14.6387
2014-07-16,14.4773
2014-07-17,14.36
2014-07-18,14.668
2014-07-21,14.7027
2014-07-22,14.6387
2014-07-23,14.8327
2014-07-24,14.9027
2014-07-25,14.9047
2014-07-28,14.988
2014-07-29,15.0007
2014-07-30,15.2613
2014-07-31,14.8867
2014-08-01,15.5513
2014-08-04,15.9013
2014-08-05,15.8993
2014-08-06,16.5953
2014-08-07,16.826
2014-08-08,16.542
2014-08-11,17.288
2014-08-12,17.3307
2014-08-13,17.354
2014-08-14,17.4253
2014-08-15,17.4673
2014-08-18,17.3293
2014-08-19,17.1173
2014-08-20,17.0473
2014-08-21,16.956
2014-08-22,17.1187
2014-08-25,17.5033
2014-08-26,17.4493
2014-08-27,17.55
2014-08-28,17.5907
2014-08-29,17.98
2014-09-02,18.9413
2014-09-03,18.746
2014-09-04,19.0693
2014-09-05,18.4927
2014-09-08,18.8073
2014-09-09,18.5653
2014-09-10,18.74
2014-09-11,18.6873
2014-09-12,18.6133
2014-09-15,16.924
2014-09-16,17.3827
2014-09-17,17.4253
2014-09-18,17.588
2014-09-19,17.288
2014-09-22,16.6687
2014-09-23,16.694
2014-09-24,16.8093
2014-09-25,16.4633
2014-09-26,16.44
2014-09-29,16.3507
2014-09-30,16.1787
2014-10-01,16.016
2014-10-02,16.7613
2014-10-03,17.014
2014-10-06,17.3747
2014-10-07,17.3047
2014-10-08,17.2853
2014-10-09,17.134
2014-10-10,15.794
2014-10-13,14.9727
2014-10-14,15.1373
2014-10-15,15.3133
2014-10-16,15.09
2014-10-17,15.1653
2014-10-20,15.3647
2014-10-21,15.6893
2014-10-22,15.4067
2014-10-23,15.686
2014-10-24,15.6827
2014-10-27,14.778
2014-10-28,16.1847
2014-10-29,15.8733
2014-10-30,15.9107
2014-10-31,16.1133
2014-11-03,16.1727
2014-11-04,15.9287
2014-11-05,15.398
2014-11-06,16.0813
2014-11-07,16.0133
2014-11-10,16.1287
2014-11-11,16.7387
2014-11-12,16.6067
2014-11-13,16.78
2014-11-14,17.2453
2014-11-17,16.932
2014-11-18,17.18
2014-11-19,16.516
2014-11-20,16.5807
2014-11-21,16.1853
2014-11-24,16.448
2014-11-25,16.5393
2014-11-26,16.5627
2014-11-28,16.3013
2014-12-01,15.4427
2014-12-02,15.4287
2014-12-03,15.2867
2014-12-04,15.2187
2014-12-05,14.914
2014-12-08,14.2907
2014-12-09,14.4593
2014-12-10,13.9893
2014-12-11,13.9253
2014-12-12,13.8
2014-12-15,13.6027
2014-12-16,13.1873
2014-12-17,13.7213
2014-12-18,14.5507
2014-12-19,14.6193
2014-12-22,14.84
2014-12-23,14.7313
2014-12-24,14.8173
2014-12-26,15.188
2014-12-29,15.0473
2014-12-30,14.8153
2014-12-31,14.8273
2015-01-02,14.6207
2015-01-05,14.006
2015-01-06,14.0853
2015-01-07,14.0633
2015-01-08,14.0413
2015-01-09,13.7773
2015-01-12,13.4807
2015-01-13,13.6167
2015-01-14,12.846
2015-01-15,12.7913
2015-01-16,12.8713
2015-01-20,12.7953
2015-01-21,13.1047
2015-01-22,13.4413
2015-01-23,13.4193
2015-01-26,13.77
2015-01-27,13.732
2015-01-28,13.2913
2015-01-29,13.68
2015-01-30,13.5733
2015-02-02,14.0627
2015-02-03,14.5573
2015-02-04,14.57
2015-02-05,14.7327
2015-02-06,14.4907
2015-02-09,14.4987
2015-02-10,14.4193
2015-02-11,14.1867
2015-02-12,13.5253
2015-02-13,13.5847
2015-02-17,13.6233
2015-02-18,13.6307
2015-02-19,14.114
2015-02-20,14.474
2015-02-23,13.8227
2015-02-24,13.6073
2015-02-25,13.584
2015-02-26,13.8127
2015-02-27,13.556
2015-03-02,13.1553
2015-03-03,13.304
2015-03-04,13.496
2015-03-05,13.3753
2015-03-06,12.9253
2015-03-09,12.7253
2015-03-10,12.688
2015-03-11,12.916
2015-03-12,12.738
2015-03-13,12.5787
2015-03-16,13.0467
2015-03-17,12.982
2015-03-18,13.3807
2015-03-19,13.0433
2015-03-20,13.2053
2015-03-23,13.3087
2015-03-24,13.448
2015-03-25,12.9533
2015-03-26,12.694
2015-03-27,12.3333
2015-03-30,12.7047
2015-03-31,12.5847
